epoch,train_loss,val_loss,train_prec1,val_prec1,train_prec5,val_prec5,best_val_epoch,best_prec1_val,best_test_epoch,best_prec1_test
134,"tensor(0.0007, device='cuda:0')","tensor(0.3428, device='cuda:0')","tensor(99.9960, device='cuda:0')","tensor(93.2500, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5600, device='cuda:0')",132,"tensor(93.3000, device='cuda:0')",0,0
135,"tensor(0.0008, device='cuda:0')","tensor(0.3421, device='cuda:0')","tensor(99.9840, device='cuda:0')","tensor(93.2500, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5700, device='cuda:0')",132,"tensor(93.3000, device='cuda:0')",0,0
136,"tensor(0.0008, device='cuda:0')","tensor(0.3405, device='cuda:0')","tensor(99.9900, device='cuda:0')","tensor(93.2900, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5300, device='cuda:0')",132,"tensor(93.3000, device='cuda:0')",0,0
137,"tensor(0.0007, device='cuda:0')","tensor(0.3389, device='cuda:0')","tensor(99.9940, device='cuda:0')","tensor(93.2400, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5400, device='cuda:0')",132,"tensor(93.3000, device='cuda:0')",0,0
138,"tensor(0.0006, device='cuda:0')","tensor(0.3346, device='cuda:0')","tensor(99.9960, device='cuda:0')","tensor(93.3500, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5500, device='cuda:0')",138,"tensor(93.3500, device='cuda:0')",0,0
139,"tensor(0.0007, device='cuda:0')","tensor(0.3427, device='cuda:0')","tensor(99.9940, device='cuda:0')","tensor(93.3200, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5500, device='cuda:0')",138,"tensor(93.3500, device='cuda:0')",0,0
140,"tensor(0.0007, device='cuda:0')","tensor(0.3410, device='cuda:0')","tensor(99.9940, device='cuda:0')","tensor(93.2900, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5200, device='cuda:0')",138,"tensor(93.3500, device='cuda:0')",0,0
141,"tensor(0.0008, device='cuda:0')","tensor(0.3392, device='cuda:0')","tensor(99.9920, device='cuda:0')","tensor(93.2500, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5500, device='cuda:0')",138,"tensor(93.3500, device='cuda:0')",0,0
142,"tensor(0.0006, device='cuda:0')","tensor(0.3423, device='cuda:0')","tensor(99.9960, device='cuda:0')","tensor(93.2800, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5400, device='cuda:0')",138,"tensor(93.3500, device='cuda:0')",0,0
143,"tensor(0.0008, device='cuda:0')","tensor(0.3435, device='cuda:0')","tensor(99.9900, device='cuda:0')","tensor(93.2000, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5600, device='cuda:0')",138,"tensor(93.3500, device='cuda:0')",0,0
144,"tensor(0.0007, device='cuda:0')","tensor(0.3376, device='cuda:0')","tensor(99.9900, device='cuda:0')","tensor(93.3000, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5300, device='cuda:0')",138,"tensor(93.3500, device='cuda:0')",0,0
145,"tensor(0.0006, device='cuda:0')","tensor(0.3380, device='cuda:0')","tensor(100., device='cuda:0')","tensor(93.2200, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5200, device='cuda:0')",138,"tensor(93.3500, device='cuda:0')",0,0
146,"tensor(0.0006, device='cuda:0')","tensor(0.3419, device='cuda:0')","tensor(99.9980, device='cuda:0')","tensor(93.2800, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5500, device='cuda:0')",138,"tensor(93.3500, device='cuda:0')",0,0
147,"tensor(0.0007, device='cuda:0')","tensor(0.3425, device='cuda:0')","tensor(99.9980, device='cuda:0')","tensor(93.3000, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5500, device='cuda:0')",138,"tensor(93.3500, device='cuda:0')",0,0
148,"tensor(0.0008, device='cuda:0')","tensor(0.3426, device='cuda:0')","tensor(99.9940, device='cuda:0')","tensor(93.3400, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5500, device='cuda:0')",138,"tensor(93.3500, device='cuda:0')",0,0
149,"tensor(0.0007, device='cuda:0')","tensor(0.3420, device='cuda:0')","tensor(99.9900, device='cuda:0')","tensor(93.3500, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5400, device='cuda:0')",138,"tensor(93.3500, device='cuda:0')",0,0
150,"tensor(0.0007, device='cuda:0')","tensor(0.3387, device='cuda:0')","tensor(99.9900, device='cuda:0')","tensor(93.2100, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5800, device='cuda:0')",138,"tensor(93.3500, device='cuda:0')",0,0
151,"tensor(0.0007, device='cuda:0')","tensor(0.3469, device='cuda:0')","tensor(99.9900, device='cuda:0')","tensor(93.2400, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5600, device='cuda:0')",138,"tensor(93.3500, device='cuda:0')",0,0
152,"tensor(0.0006, device='cuda:0')","tensor(0.3377, device='cuda:0')","tensor(99.9920, device='cuda:0')","tensor(93.3600, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5300, device='cuda:0')",152,"tensor(93.3600, device='cuda:0')",0,0
153,"tensor(0.0007, device='cuda:0')","tensor(0.3347, device='cuda:0')","tensor(99.9900, device='cuda:0')","tensor(93.3000, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5600, device='cuda:0')",152,"tensor(93.3600, device='cuda:0')",0,0
154,"tensor(0.0007, device='cuda:0')","tensor(0.3370, device='cuda:0')","tensor(99.9920, device='cuda:0')","tensor(93.3400, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5700, device='cuda:0')",152,"tensor(93.3600, device='cuda:0')",0,0
155,"tensor(0.0006, device='cuda:0')","tensor(0.3406, device='cuda:0')","tensor(99.9960, device='cuda:0')","tensor(93.3200, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5600, device='cuda:0')",152,"tensor(93.3600, device='cuda:0')",0,0
156,"tensor(0.0006, device='cuda:0')","tensor(0.3407, device='cuda:0')","tensor(99.9980, device='cuda:0')","tensor(93.3400, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5400, device='cuda:0')",152,"tensor(93.3600, device='cuda:0')",0,0
157,"tensor(0.0007, device='cuda:0')","tensor(0.3450, device='cuda:0')","tensor(99.9920, device='cuda:0')","tensor(93.2800, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5500, device='cuda:0')",152,"tensor(93.3600, device='cuda:0')",0,0
158,"tensor(0.0007, device='cuda:0')","tensor(0.3418, device='cuda:0')","tensor(99.9940, device='cuda:0')","tensor(93.2500, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5500, device='cuda:0')",152,"tensor(93.3600, device='cuda:0')",0,0
159,"tensor(0.0007, device='cuda:0')","tensor(0.3365, device='cuda:0')","tensor(99.9920, device='cuda:0')","tensor(93.2600, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5600, device='cuda:0')",152,"tensor(93.3600, device='cuda:0')",0,0
160,"tensor(0.0006, device='cuda:0')","tensor(0.3376, device='cuda:0')","tensor(99.9960, device='cuda:0')","tensor(93.2900, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5500, device='cuda:0')",152,"tensor(93.3600, device='cuda:0')",0,0
161,"tensor(0.0007, device='cuda:0')","tensor(0.3403, device='cuda:0')","tensor(99.9900, device='cuda:0')","tensor(93.3000, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5500, device='cuda:0')",152,"tensor(93.3600, device='cuda:0')",0,0
162,"tensor(0.0006, device='cuda:0')","tensor(0.3384, device='cuda:0')","tensor(99.9920, device='cuda:0')","tensor(93.2300, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5700, device='cuda:0')",152,"tensor(93.3600, device='cuda:0')",0,0
163,"tensor(0.0007, device='cuda:0')","tensor(0.3398, device='cuda:0')","tensor(99.9880, device='cuda:0')","tensor(93.3000, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5500, device='cuda:0')",152,"tensor(93.3600, device='cuda:0')",0,0
164,"tensor(0.0006, device='cuda:0')","tensor(0.3381, device='cuda:0')","tensor(99.9940, device='cuda:0')","tensor(93.2900, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5500, device='cuda:0')",152,"tensor(93.3600, device='cuda:0')",0,0
165,"tensor(0.0005, device='cuda:0')","tensor(0.3417, device='cuda:0')","tensor(99.9980, device='cuda:0')","tensor(93.2900, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5600, device='cuda:0')",152,"tensor(93.3600, device='cuda:0')",0,0
166,"tensor(0.0006, device='cuda:0')","tensor(0.3414, device='cuda:0')","tensor(99.9920, device='cuda:0')","tensor(93.2500, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5700, device='cuda:0')",152,"tensor(93.3600, device='cuda:0')",0,0
167,"tensor(0.0007, device='cuda:0')","tensor(0.3393, device='cuda:0')","tensor(99.9900, device='cuda:0')","tensor(93.3600, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5800, device='cuda:0')",152,"tensor(93.3600, device='cuda:0')",0,0
168,"tensor(0.0006, device='cuda:0')","tensor(0.3337, device='cuda:0')","tensor(99.9960, device='cuda:0')","tensor(93.3500, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5600, device='cuda:0')",152,"tensor(93.3600, device='cuda:0')",0,0
169,"tensor(0.0007, device='cuda:0')","tensor(0.3355, device='cuda:0')","tensor(99.9900, device='cuda:0')","tensor(93.2400, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5700, device='cuda:0')",152,"tensor(93.3600, device='cuda:0')",0,0
170,"tensor(0.0005, device='cuda:0')","tensor(0.3382, device='cuda:0')","tensor(99.9980, device='cuda:0')","tensor(93.3100, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5700, device='cuda:0')",152,"tensor(93.3600, device='cuda:0')",0,0
171,"tensor(0.0005, device='cuda:0')","tensor(0.3373, device='cuda:0')","tensor(100., device='cuda:0')","tensor(93.2800, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5600, device='cuda:0')",152,"tensor(93.3600, device='cuda:0')",0,0
172,"tensor(0.0006, device='cuda:0')","tensor(0.3387, device='cuda:0')","tensor(99.9940, device='cuda:0')","tensor(93.2500, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5400, device='cuda:0')",152,"tensor(93.3600, device='cuda:0')",0,0
173,"tensor(0.0006, device='cuda:0')","tensor(0.3466, device='cuda:0')","tensor(99.9960, device='cuda:0')","tensor(93.2400, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5600, device='cuda:0')",152,"tensor(93.3600, device='cuda:0')",0,0
174,"tensor(0.0007, device='cuda:0')","tensor(0.3357, device='cuda:0')","tensor(99.9920, device='cuda:0')","tensor(93.2100, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5600, device='cuda:0')",152,"tensor(93.3600, device='cuda:0')",0,0
175,"tensor(0.0006, device='cuda:0')","tensor(0.3364, device='cuda:0')","tensor(99.9960, device='cuda:0')","tensor(93.3200, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5600, device='cuda:0')",152,"tensor(93.3600, device='cuda:0')",0,0
176,"tensor(0.0006, device='cuda:0')","tensor(0.3353, device='cuda:0')","tensor(99.9980, device='cuda:0')","tensor(93.4000, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5500, device='cuda:0')",176,"tensor(93.4000, device='cuda:0')",0,0
177,"tensor(0.0007, device='cuda:0')","tensor(0.3371, device='cuda:0')","tensor(99.9920, device='cuda:0')","tensor(93.3200, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5400, device='cuda:0')",176,"tensor(93.4000, device='cuda:0')",0,0
178,"tensor(0.0005, device='cuda:0')","tensor(0.3396, device='cuda:0')","tensor(99.9980, device='cuda:0')","tensor(93.2400, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5700, device='cuda:0')",176,"tensor(93.4000, device='cuda:0')",0,0
179,"tensor(0.0006, device='cuda:0')","tensor(0.3412, device='cuda:0')","tensor(99.9940, device='cuda:0')","tensor(93.2400, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5600, device='cuda:0')",176,"tensor(93.4000, device='cuda:0')",0,0
180,"tensor(0.0006, device='cuda:0')","tensor(0.3371, device='cuda:0')","tensor(99.9960, device='cuda:0')","tensor(93.2700, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5800, device='cuda:0')",176,"tensor(93.4000, device='cuda:0')",0,0
181,"tensor(0.0006, device='cuda:0')","tensor(0.3382, device='cuda:0')","tensor(99.9980, device='cuda:0')","tensor(93.2900, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5500, device='cuda:0')",176,"tensor(93.4000, device='cuda:0')",0,0
182,"tensor(0.0006, device='cuda:0')","tensor(0.3377, device='cuda:0')","tensor(99.9960, device='cuda:0')","tensor(93.2500, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5400, device='cuda:0')",176,"tensor(93.4000, device='cuda:0')",0,0
183,"tensor(0.0006, device='cuda:0')","tensor(0.3353, device='cuda:0')","tensor(99.9960, device='cuda:0')","tensor(93.3400, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5500, device='cuda:0')",176,"tensor(93.4000, device='cuda:0')",0,0
184,"tensor(0.0006, device='cuda:0')","tensor(0.3432, device='cuda:0')","tensor(99.9980, device='cuda:0')","tensor(93.3900, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5900, device='cuda:0')",176,"tensor(93.4000, device='cuda:0')",0,0
185,"tensor(0.0008, device='cuda:0')","tensor(0.3389, device='cuda:0')","tensor(99.9840, device='cuda:0')","tensor(93.3400, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5300, device='cuda:0')",176,"tensor(93.4000, device='cuda:0')",0,0
186,"tensor(0.0007, device='cuda:0')","tensor(0.3360, device='cuda:0')","tensor(99.9940, device='cuda:0')","tensor(93.3300, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5500, device='cuda:0')",176,"tensor(93.4000, device='cuda:0')",0,0
187,"tensor(0.0006, device='cuda:0')","tensor(0.3370, device='cuda:0')","tensor(99.9980, device='cuda:0')","tensor(93.3400, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5500, device='cuda:0')",176,"tensor(93.4000, device='cuda:0')",0,0
188,"tensor(0.0006, device='cuda:0')","tensor(0.3410, device='cuda:0')","tensor(99.9980, device='cuda:0')","tensor(93.2200, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5500, device='cuda:0')",176,"tensor(93.4000, device='cuda:0')",0,0
189,"tensor(0.0006, device='cuda:0')","tensor(0.3402, device='cuda:0')","tensor(99.9980, device='cuda:0')","tensor(93.1500, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5700, device='cuda:0')",176,"tensor(93.4000, device='cuda:0')",0,0
190,"tensor(0.0006, device='cuda:0')","tensor(0.3357, device='cuda:0')","tensor(99.9940, device='cuda:0')","tensor(93.3000, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5600, device='cuda:0')",176,"tensor(93.4000, device='cuda:0')",0,0
191,"tensor(0.0006, device='cuda:0')","tensor(0.3392, device='cuda:0')","tensor(99.9920, device='cuda:0')","tensor(93.3100, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5500, device='cuda:0')",176,"tensor(93.4000, device='cuda:0')",0,0
192,"tensor(0.0006, device='cuda:0')","tensor(0.3403, device='cuda:0')","tensor(99.9960, device='cuda:0')","tensor(93.3000, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5300, device='cuda:0')",176,"tensor(93.4000, device='cuda:0')",0,0
193,"tensor(0.0007, device='cuda:0')","tensor(0.3412, device='cuda:0')","tensor(99.9960, device='cuda:0')","tensor(93.3500, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5600, device='cuda:0')",176,"tensor(93.4000, device='cuda:0')",0,0
194,"tensor(0.0007, device='cuda:0')","tensor(0.3427, device='cuda:0')","tensor(99.9860, device='cuda:0')","tensor(93.2700, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5600, device='cuda:0')",176,"tensor(93.4000, device='cuda:0')",0,0
195,"tensor(0.0006, device='cuda:0')","tensor(0.3389, device='cuda:0')","tensor(99.9960, device='cuda:0')","tensor(93.2700, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5600, device='cuda:0')",176,"tensor(93.4000, device='cuda:0')",0,0
196,"tensor(0.0006, device='cuda:0')","tensor(0.3373, device='cuda:0')","tensor(99.9980, device='cuda:0')","tensor(93.2800, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5400, device='cuda:0')",176,"tensor(93.4000, device='cuda:0')",0,0
197,"tensor(0.0006, device='cuda:0')","tensor(0.3397, device='cuda:0')","tensor(99.9980, device='cuda:0')","tensor(93.2900, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5500, device='cuda:0')",176,"tensor(93.4000, device='cuda:0')",0,0
198,"tensor(0.0006, device='cuda:0')","tensor(0.3367, device='cuda:0')","tensor(99.9940, device='cuda:0')","tensor(93.3300, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5500, device='cuda:0')",176,"tensor(93.4000, device='cuda:0')",0,0
199,"tensor(0.0007, device='cuda:0')","tensor(0.3392, device='cuda:0')","tensor(99.9940, device='cuda:0')","tensor(93.3800, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5500, device='cuda:0')",176,"tensor(93.4000, device='cuda:0')",0,0
200,"tensor(0.0006, device='cuda:0')","tensor(0.3382, device='cuda:0')","tensor(99.9920, device='cuda:0')","tensor(93.2500, device='cuda:0')","tensor(100., device='cuda:0')","tensor(99.5700, device='cuda:0')",176,"tensor(93.4000, device='cuda:0')",0,0
